序号,id,XQMC,FWWZ,JD,WD
248,248,中国建设银行白石支行,湖南省湘潭市岳塘区大湖南路130,112.89496,27.85892
249,249,花园冲,湖南省湘潭市岳塘区湘潭市湘潭县河口镇花园冲,112.84935,27.786
250,250,育杰剑桥幼儿园,湖南省湘潭市岳塘区七家巷49,112.95611,27.78905
251,251,乐城国际幼儿园,湖南省湘潭市岳塘区吉利社区C区13栋07号,112.92079,27.91
252,252,湖山幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市泉塘镇湖山幼儿园,112.44751,27.694
253,253,蒋记超市,湖南省湘潭市岳塘区湘潭市湘乡市东山街道东山办事处东林安置区D区5栋1号正西方向150米,112.542577,27.726115
254,254,烟塘学校,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇,112.752714,27.630159
255,255,江南学校,湖南省湘潭市岳塘区湘潭市雨湖区楠竹山镇楠韶路5号正西方向90米,112.65786,27.8498
256,256,东山安置区,湖南省湘潭市岳塘区湘潭市湘乡市东山办事处东林村,112.544139,27.727742
257,257,三和大厦,湖南省湘潭市岳塘区湘潭市岳塘区板塘街道湘潭大道三和大厦进门右拐至楼后西南方向170米,112.95856,27.835227
258,258,乐万家超市,湖南省湘潭市岳塘区湘潭市雨湖区和平街道学府东路九华示范区新都汇8栋商铺1楼正西方向50米,112.936009,27.907356
259,259,观山学校,湖南省湘潭市岳塘区湘潭市湘潭县青山桥镇,112.570765,27.469709
260,260,筱里学校,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇,112.810518,27.656684
261,261,华龙华天大酒店,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道兴枣路2号,112.53437,27.7465
262,262,菊花塘公寓A区,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道菊花塘公寓a区,112.90531,27.8339
263,263,迎东社区,湖南省湘潭市岳塘区下摄司阳塘路25号西北方向180米,112.929315,27.804917
264,264,DT女鞋,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
265,265,青山学校,湖南省湘潭市岳塘区湘潭市岳塘区荷塘街道,113.025044,27.886302
266,266,长仑学校,湖南省湘潭市岳塘区湘潭市湘乡市育塅乡,112.445494,27.810083
267,267,交通银行ATM,湖南省湘潭市岳塘区和平路120号湘潭市中心医院,112.906763,27.865835
268,268,白云中学,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇,112.92086,27.71972
269,269,枣园小区,湖南省湘潭市岳塘区湘潭市韶山市清溪镇枣园路与日月路交叉口西南60米东南方向160米,112.517022,27.924998
270,270,弦歌学校,湖南省湘潭市岳塘区湘潭市湘乡市金石镇,112.454395,28.018372
271,271,小天使幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市金石镇小天使幼儿园,112.41436,27.98897
272,272,联合安置区,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道,112.893819,27.834511
273,273,德泽小区,湖南省湘潭市岳塘区德泽小区15栋103~106正东方向30米,112.51042,27.74405
274,274,天虹商场湘潭店,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处,112.93816,27.85242
275,275,桂花园3号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园3号,112.886456,27.86688
276,276,湘乡中医医院-国医堂,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼3楼,112.52388,27.73583
277,277,韶山育才幼儿园,湖南省湘潭市岳塘区清溪镇民主路1号,112.518,27.92883
278,278,聚富小区,湖南省湘潭市岳塘区湘潭市雨湖区广场街道解放北路马坡里14号,112.89235,27.87432
279,279,湖南乐到家超市,湖南省湘潭市岳塘区湘潭市雨湖区广场街道韶山西路8正南方向70米,112.893486,27.86528
280,280,中国农业银行石潭支行,湖南省湘潭市岳塘区石潭镇横街192号,112.7109,27.75977
281,281,昌盛大厦,湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道韶山东路463,112.906577,27.868012
282,282,花园村彭莉卫生室,湖南省湘潭市岳塘区花园村(原韶山乡中学旁),112.5357,27.91611
283,283,苗苗幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇苗苗幼儿园,112.646786,27.726583
284,284,东方红学校,湖南省湘潭市岳塘区夏梓桥街5号,112.53042,27.73787
285,285,群星艺术学校,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道建设北路91号,112.900186,27.86476
286,286,种花园,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇黄泥村,112.355515,27.749637
287,287,红月亮艺术幼儿园,湖南省湘潭市岳塘区向阳村7号,112.96059,27.87063
288,288,爱军家具商场,湖南省湘潭市岳塘区凤凰西路1058,112.92162,27.78323
289,289,和谐小区3期,湖南省湘潭市岳塘区湘潭市岳塘区板塘街道板马路55(和谐小区),112.969126,27.863508
290,290,炭棚学校,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡,112.62206,27.7867
291,291,回龙小学,湖南省湘潭市岳塘区湘潭市湘乡市梅桥镇,112.507975,27.633863
292,292,火车站社区,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道火车站社区,112.909158,27.871588
293,293,潭水大厦,湖南省湘潭市岳塘区建设路口,112.91537,27.83794
294,294,通发住宅小区,湖南省湘潭市岳塘区玉兰中路539,112.93739,27.78173
295,295,兴永嘉批发超市,湖南省湘潭市岳塘区湘潭市雨湖区和平街道步步高大道新都汇旁东北方向120米,112.93493,27.90906
296,296,涟溪楼,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥办事处昆仑桥居委会,112.52733,27.731105
297,297,铭鸿大酒店,湖南省湘潭市岳塘区湘潭市雨湖区和平街道九华经开区吉利汽车对面,112.92503,27.93327
298,298,联盟幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道联盟幼儿园,112.5228,27.75127
299,299,射埠镇中心幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇中心幼儿园,112.789,27.63653
300,300,湘潭市第二人民医院,湖南省湘潭市岳塘区大湖北路38,112.894033,27.860231
301,301,红旗幼儿园,湖南省湘潭市岳塘区红旗农场盘龙新路22号疗养院附近,112.92926,27.84351
302,302,时尚阳光幼儿园,湖南省湘潭市岳塘区大湖街47号,112.89775,27.8579
303,303,湘钢新一村小区,湖南省湘潭市岳塘区湘潭市岳塘区岳塘街道泉心塘路雷公塘2号平房(湘钢住宅小区),112.91512,27.82206
304,304,江麓销售大楼,湖南省湘潭市岳塘区解放北路26号,112.89517,27.86721
305,305,翻江镇中心小学,湖南省湘潭市岳塘区翻江镇武陵村委会,112.19288,27.88844
306,306,阳光幼儿园,湖南省湘潭市岳塘区湘潭市韶山市清溪镇阳光幼儿园,112.56444,27.90155
307,307,韶山农商银行ATM,湖南省湘潭市岳塘区湘潭市韶山市清溪镇韶山农商银行atm,112.55369,27.92858
308,308,如意亭社区,湖南省湘潭市岳塘区湘潭市韶山市清溪镇如意亭社区,112.554858,27.928994
309,309,中国建设银行ATM,湖南省湘潭市岳塘区民主路7号韶山市人民医院,112.51917,27.93016
310,310,花园里,湖南省湘潭市岳塘区湘潭市岳塘区双马街道国强村,112.986283,27.816192
311,311,桂花园64号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园64号,112.885091,27.868343
312,312,福星国际金融中心B座,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(福星国际金融中心),112.937755,27.852984
313,313,江麓医院-注射室,湖南省湘潭市岳塘区江麓医院门诊部1层,112.888415,27.872328
314,314,维也纳酒店易俗河店,湖南省湘潭市岳塘区易俗河镇大鹏中路天易财富广场,112.95433,27.78302
315,315,红旗百货超市(星宇店),湖南省湘潭市岳塘区韶山东路210,112.914617,27.87073
316,316,松柏小学,湖南省湘潭市岳塘区湘潭市湘潭县青山桥镇,112.60383,27.47682
317,317,中国建设银行ATM,湖南省湘潭市岳塘区建设南路589,112.9165,27.83259
318,318,添可,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
319,319,桥湾社区,湖南省湘潭市岳塘区湘潭市岳塘区板塘街道桥湾社区,112.970201,27.863344
320,320,湖铁五矿第三生活区,湖南省湘潭市岳塘区乡市泉塘镇三角村,112.489024,27.716552
321,321,樟树小学,湖南省湘潭市岳塘区湘潭市湘潭县茶恩寺镇,112.863079,27.420996
322,322,世纪华联茂尔超市(美添来店),湖南省湘潭市岳塘区湘潭市雨湖区城正街街道新景家园东门东北方向200米,112.928163,27.871859
323,323,高图,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
324,324,桂花园9号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园9号,112.886548,27.867607
325,325,冰河电器商场,湖南省湘潭市岳塘区金石镇中心小学西南100米东北方向60米,112.45554,28.00904
326,326,平安小区,湖南省湘潭市岳塘区湘潭市湘乡市望春门办事处星星村,112.52155,27.743145
327,327,中国邮政储蓄银行ATM,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡中国邮政储蓄银行atm,112.60564,27.78614
328,328,司马幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇司马幼儿园,112.79034,27.90787
329,329,先锋乡文化广场,湖南省湘潭市岳塘区兴隆汽修厂西南方向160米,112.89117,27.89691
330,330,滨江花园9栋,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道滨江花园9栋,112.533334,27.738203
331,331,湘潭·东方明珠C区,湖南省湘潭市岳塘区湘潭市岳塘区板塘街道,112.966101,27.870885
332,332,海诚医药大厦,湖南省湘潭市岳塘区宝庆路393号附近,112.8774,27.86002
333,333,禾花塘社区,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道,112.926903,27.814669
334,334,金霞美墅幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇贵竹北路800(金霞美墅),112.96866,27.798085
335,335,小燕子幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇小燕子幼儿园,112.3647,27.67955
336,336,湘乡市湘铝示范学校,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道,112.508,27.74005
337,337,盘龙希望小学,湖南省湘潭市岳塘区湘潭市湘潭县茶恩寺镇,112.82532,27.40456
338,338,尚跃幼儿园,湖南省湘潭市岳塘区月山镇红阳村正北方向158米,112.31052,27.82766
339,339,福星国际金融中心C座,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(福星国际金融中心),112.937482,27.853146
340,340,韶山农商银行ATM,湖南省湘潭市岳塘区湘潭市韶山市韶山乡韶山农商银行atm,112.43102,27.90211
341,341,恒盛连锁超市翻江商贸中心,湖南省湘潭市岳塘区湘潭市湘乡市翻江镇恒盛连锁超市翻江商贸中心,112.1768,27.83133
342,342,下湾完小,湖南省湘潭市岳塘区湘潭市湘乡市泉塘镇,112.46805,27.72025
343,343,岳塘区纺城铭苑,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道板塘铺芙蓉大道向阳村1号,112.958559,27.866548
344,344,良品铺子,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
345,345,新铺完小,湖南省湘潭市岳塘区县,112.661606,27.480117
346,346,湘潭县第二人民医院,湖南省湘潭市岳塘区湘潭市湘潭县花石镇,112.72252,27.513274
347,347,湘潭市第一幼儿园,湖南省湘潭市岳塘区鸡公嘴3号,112.89213,27.86043
348,348,湘潭县人民医院发热门诊,湖南省湘潭市岳塘区湘潭市玉兰中路432号(湘潭县人民医院),112.945227,27.771583
349,349,Nissum,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
350,350,乐尔乐特价批发超市(汤汤商店),湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道熙春路196东北方向40米,112.91424,27.86741
351,351,童之园书香幼儿园,湖南省湘潭市岳塘区芙蓉大道铅笔头二手车交易网旁,112.9514,27.84609
352,352,金衢大厦,湖南省湘潭市岳塘区建设北路260,112.899291,27.870219
353,353,富都花园南门,湖南省湘潭市岳塘区湘潭市岳塘区建设路街道东湖路1号(富都花园),112.910629,27.848638
354,354,中国邮政储蓄银行ATM,湖南省湘潭市岳塘区大鹏中路515,112.94609,27.7821
355,355,德才东山幼儿园,湖南省湘潭市岳塘区东山新城湘房世纪城二期16幢,112.5341,27.7282
356,356,上花园,湖南省湘潭市岳塘区湘潭市湘乡市山枣镇双林村,112.421644,27.677721
357,357,湘潭云龙实验学校,湖南省湘潭市岳塘区雪松中路189,112.951156,27.779914
358,358,桂花中学,湖南省湘潭市岳塘区湘潭市湘乡市中沙镇,112.37425,27.514844
359,359,湘潭凤凰中学,湖南省湘潭市岳塘区凤凰中路699,112.949477,27.786841
360,360,众惠购超市,湖南省湘潭市岳塘区清溪镇正东方向170米,112.5198,27.92731
361,361,加佳福超市(昭祥新城2期店),湖南省湘潭市岳塘区湘潭市岳塘区昭山镇昭祥新城1期1标15栋005号正北方向50米,113.006638,27.911898
362,362,五菱幼儿园,湖南省湘潭市岳塘区板马路95正北方向65米,112.96056,27.86174
363,363,长虹里小区,湖南省湘潭市岳塘区建设南路68号正南方向80米,112.91805,27.82983
364,364,易俗河镇石壁小学,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇,113.004059,27.713256
365,365,湘潭市第二幼儿园,湖南省湘潭市岳塘区广新巷28号,112.895,27.86938
366,366,天天向上幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县谭家山镇,112.945311,27.632956
367,367,吴家小学,湖南省湘潭市岳塘区湘潭市湘潭县茶恩寺镇,112.854433,27.377678
368,368,石油小区,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道韶山东路45号,112.91795,27.87413
369,369,新平批发超市,湖南省湘潭市岳塘区湘潭市湘乡市白田镇,112.38313,27.89477
370,370,乐尔乐特价批发超市,湖南省湘潭市岳塘区湘潭市湘乡市东山街道惜才路206,112.528608,27.724607
371,371,湖南银行振湘支行,湖南省湘潭市岳塘区雨湖路314,112.90071,27.85815
372,372,金豆苗幼儿园,湖南省湘潭市岳塘区东山安置区二期G10栋,112.54232,27.73036
373,373,潲江小学,湖南省湘潭市岳塘区湘潭市湘潭县花石镇,112.717205,27.436448
374,374,湘潭市中心医院-门诊部,湖南省湘潭市岳塘区和平路120号,112.90617,27.86638
375,375,江麓医院-急诊,湖南省湘潭市岳塘区解放北路,112.8889,27.87218
376,376,葩金小区,湖南省湘潭市岳塘区芙蓉西路168东南方向170米,112.91815,27.82519
377,377,湘潭九华雅礼中学,湖南省湘潭市岳塘区湘潭市雨湖区和平街道,112.9806,27.958293
378,378,湘潭市第六人民医院南门,湖南省湘潭市岳塘区河东大道23湘潭市第六人民医院,112.929687,27.844314
379,379,华星幼儿园,湖南省湘潭市岳塘区工程学院分院旁正南方向110米,112.93173,27.8539
380,380,中国农业银行ATM,湖南省湘潭市岳塘区韶山西路419,112.88795,27.86333
381,381,湘潭福星仁科康复医院,湖南省湘潭市岳塘区湘潭市岳塘区建设路街道,112.921501,27.843674
382,382,步步高超市(解放路店),湖南省湘潭市岳塘区解放南路195号,112.89861,27.86076
383,383,特殊学校-公交站,湖南省湘潭市岳塘区特殊学校,112.9527,27.852619
384,384,商场巷36号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道商场巷36号,112.897189,27.871888
385,385,湘潭市第三中学,湖南省湘潭市岳塘区公园路21号,112.90558,27.83624
386,386,逢友里日式烤肉自助(城市盒子店),湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道车站路1号城市盒子商场内4楼408,112.901902,27.863382
387,387,湘潭同康医院,湖南省湘潭市岳塘区湘潭市湘潭县河口镇,112.862915,27.778356
388,388,吴家巷社区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇吴家巷社区,112.950447,27.765078
389,389,湘潭捷雅肾病专科医院,湖南省湘潭市岳塘区湘潭市岳塘区板塘街道,112.951766,27.836325
390,390,青山桥镇中心学校,湖南省湘潭市岳塘区青山桥镇西南方向91米,112.570095,27.495744
391,391,惠宜生活超市(贵竹中路店),湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇天易路107号正南方向180米,112.969811,27.782302
392,392,务门前社区,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道务门前社区,112.530759,27.738002
393,393,南天宿舍区,湖南省湘潭市岳塘区岳塘区,113.014719,27.959686
394,394,汽车站货运分公司宿舍区,湖南省湘潭市岳塘区湘潭市湘乡市望春门办事处星星村,112.529438,27.740477
395,395,湘潭市肿瘤医院,湖南省湘潭市岳塘区书院路100,112.923439,27.819944
396,396,金芙蓉北区,湖南省湘潭市岳塘区岚霞路219,112.91379,27.82909
397,397,湘潭县中医医院发热门诊,湖南省湘潭市岳塘区凤凰西路388湘潭县中医医院,112.9324,27.78239
398,398,白云学校,湖南省湘潭市岳塘区湘潭市湘乡市棋梓镇白云学校,112.17289,27.74562
399,399,童程童美,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道天虹商场(湘潭店)3层,112.937825,27.852386
400,400,湘乡农商银行杉山分理处,湖南省湘潭市岳塘区湘潭市湘乡市棋梓镇湘乡农商银行杉山分理处,112.1328,27.75868
401,401,中国工商银行湘潭市分行,湖南省湘潭市岳塘区韶山中路1号,112.9005,27.86691
402,402,喜洋洋幼儿园,湖南省湘潭市岳塘区霞光西路94,112.9109,27.83022
403,403,智慧树幼儿园,湖南省湘潭市岳塘区新湘路办事处工贸新区长桥村2栋东北方向82米,112.51392,27.744
404,404,土桥中学,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇,112.85305,27.66511
405,405,韶山市人民医院信息科,湖南省湘潭市岳塘区民主路7号韶山市人民医院,112.51898,27.93015
406,406,中国邮政储蓄银行ATM,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇中国邮政储蓄银行atm,112.817109,27.86016
407,407,天元恒太城,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道岚园路4号东南方向60米,112.911718,27.838986
408,408,湘乡市人民医院棋梓分院,湖南省湘潭市岳塘区湘潭市湘乡市棋梓镇,112.2381,27.720637
409,409,古云小学,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇,112.696318,27.804918
410,410,韶山市人民医院-门诊,湖南省湘潭市岳塘区民主路7号,112.51947,27.93027
411,411,国庆小区,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道韶山东路附近,112.915592,27.87282
412,412,中国银行霞光东路支行,湖南省湘潭市岳塘区霞光东路丝绸大厦,112.94311,27.83943
413,413,东坪街道三角坪社区文化广场,湖南省湘潭市岳塘区建设中路东北方向120米,112.90888,27.84676
414,414,富强社区,湖南省湘潭市岳塘区湘潭市雨湖区万楼街道,112.916091,27.879295
415,415,易俗河镇双拥广场,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇湘江以南?瓦屋湾路以东?城投制水以北,112.976174,27.802548
416,416,湘乡市行政学校,湖南省湘潭市岳塘区湘乡红仑上,112.503818,27.753563
417,417,小白鹭艺术学校,湖南省湘潭市岳塘区湘潭市韶山市清溪镇小白鹭艺术学校,112.51562,27.92339
418,418,桂花园61号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园61号,112.884689,27.868521
419,419,湘潭尔康医院,湖南省湘潭市岳塘区板马路与Z003交叉口西南100米正南方向141米,112.96003,27.86544
420,420,迎宾东路园丁花园4号楼,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道迎宾东路园丁花园4号楼,112.887022,27.861097
421,421,湘乡市人民医院-检验科,湖南省湘潭市岳塘区健康路湘乡市人民医院门诊3楼,112.52165,27.73218
422,422,家天下房产东信花园店,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道长潭路199号,112.95612,27.86669
423,423,湘潭盘龙大观园·樱花园,湖南省湘潭市岳塘区芙蓉大道197湘潭盘龙大观园,113.00903,27.90713
424,424,白托中心小学,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇,112.661489,27.762619
425,425,东信花园1栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道东信花园1栋,112.951577,27.863325
426,426,爱尚幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区先锋街道爱尚幼儿园,112.867191,27.868106
427,427,韶山市实验中学,湖南省湘潭市岳塘区英雄路邮政大楼正南方向91米,112.519355,27.924128
428,428,韶山市人民医院-洗衣房,湖南省湘潭市岳塘区民主路7号韶山市人民医院,112.51902,27.93106
429,429,尚格花园茶餐厅,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道大正街262,112.525,27.73541
430,430,湘潭市金桂园小区,湖南省湘潭市岳塘区湘潭市雨湖区广场街道建设北路297号西北方向60米,112.89665,27.876652
431,431,新塘社区,湖南省湘潭市岳塘区湘潭市岳塘区霞城街道新塘社区,112.926613,27.822842
432,432,中国建设银行ATM,湖南省湘潭市岳塘区九华经济区宝马东路1号九华大厦1楼,112.9351,27.914
433,433,好又多精品超市,湖南省湘潭市岳塘区湘潭市雨湖区楠竹山镇楠韶路4号正东方向40米,112.656713,27.84923
434,434,木林森,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
435,435,中国工商银行ATM,湖南省湘潭市岳塘区湘潭市岳塘区荷塘街道中国工商银行atm,112.96582,27.87672
436,436,韶峰电器商场,湖南省湘潭市岳塘区韶山中路,112.5263,27.92541
437,437,麓兴小区,湖南省湘潭市岳塘区湘潭市雨湖区广场街道麓兴小区,112.88058,27.87635
438,438,湘潭市竞才培训学校,湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道雨湖宾馆6层,112.904711,27.861732
439,439,易俗河镇白石广场金霞山公园及金霞山广场,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇凤凰东路以南?贵竹路以东西,112.970141,27.79569
440,440,湘潭市雨湖区园丁花园3栋,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道园丁花园3栋,112.887533,27.861249
441,441,银田电器商场,湖南省湘潭市岳塘区银田镇银河路9号东南方向20米,112.60798,27.8829
442,442,垦殖场社区,湖南省湘潭市岳塘区湘潭市湘乡市龙洞镇,112.514601,27.838605
443,443,喜之林大酒店,湖南省湘潭市岳塘区芙蓉东路100,112.95258,27.83468
444,444,湘潭县人民医院-放射科,湖南省湘潭市岳塘区湘潭市湘潭县人民医院1层,112.945144,27.7696
445,445,昭山和平小学,湖南省湘潭市岳塘区易家湾镇昭山和平小学南100米正南方向113米,113.01088,27.91149
446,446,湘乡市人民医院,湖南省湘潭市岳塘区健康路30号,112.5217,27.73229
447,447,紫薇小区,湖南省湘潭市岳塘区紫薇南路27,112.95084,27.78366
448,448,建东学校,湖南省湘潭市岳塘区湘潭市湘潭县云湖桥镇,112.648696,27.88381
449,449,明洞,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路天虹商场2楼,112.937976,27.852493
450,450,御湖国际,湖南省湘潭市岳塘区湘潭市雨湖区和平街道江南大道3号,112.92146,27.9139
451,451,红青蓝幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇红青蓝幼儿园,112.67252,27.8071
452,452,亿家隆超市,湖南省湘潭市岳塘区建设南路160,112.923,27.82495
453,453,湘乡口腔医院,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥街道健康北路108号,112.522603,27.733273
454,454,金塘社区,湖南省湘潭市岳塘区湘潭市雨湖区先锋街道,112.896924,27.886533
455,455,月山镇金坪幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市月山镇金坪幼儿园,112.28947,27.8369
456,456,英才实验幼儿园,湖南省湘潭市岳塘区云鹏二路99,112.94911,27.78064
457,457,欣欣幼儿园,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道欣欣幼儿园,112.90277,27.829
458,458,湘潭农商银行ATM,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇湘潭农商银行atm,112.81938,27.86274
459,459,水印康桥小区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇海棠北路618正东方向150米,112.961971,27.795418
460,460,南岭花园-西门,湖南省湘潭市岳塘区湘潭市雨湖区广场街道南岭路90号,112.885181,27.865557
461,461,健康花园路口-公交站,湖南省湘潭市岳塘区健康花园路口,112.523602,27.732043
462,462,幸福幼儿园,湖南省湘潭市岳塘区石潭镇古城管区畜牧场正南方向188米,112.70035,27.7977
463,463,摇钱社区,湖南省湘潭市岳塘区湘潭市岳塘区板塘街道,112.96451,27.841827
464,464,湘乡市人民医院-病理科,湖南省湘潭市岳塘区健康路湘乡市人民医院门诊5楼,112.52165,27.73218
465,465,天宇批发超市,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇荷花北路欣积福湾二期3栋,112.961034,27.790303
466,466,湘潭县小精灵幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县谭家山镇小精灵幼儿园,112.99734,27.65551
467,467,新农村平价超市,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇新农村平价超市,112.7872,27.63466
468,468,喜洋洋幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇喜洋洋幼儿园,112.78349,27.87208
469,469,福运多超市,湖南省湘潭市岳塘区楠竹山锦江大厦对面西北方向50米,112.65385,27.84906
470,470,马龙小学,湖南省湘潭市岳塘区湘潭市湘乡市月山镇,112.262546,27.85787
471,471,丝绸大厦,湖南省湘潭市岳塘区金星大酒店对面,112.94275,27.83902
472,472,星速度轮滑,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
473,473,新望花园,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道东风路52号,112.52595,27.7424
474,474,湘潭友爱医院,湖南省湘潭市岳塘区宝塔路,112.92322,27.83996
475,475,天虹南门,湖南省湘潭市岳塘区福星中路与双拥北路交汇处天虹商场湘潭店,112.93816,27.85242
476,476,尚美艺术培训学校,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道向红路333,112.517963,27.744287
477,477,花园路,湖南省湘潭市岳塘区湘潭市湘潭县中路铺镇花园路,112.92463,27.557115
478,478,江麓医院-胃肠镜室,湖南省湘潭市岳塘区江麓医院门诊部10层,112.888415,27.872328
479,479,友谊新村小区,湖南省湘潭市岳塘区书院东路1号西北方向50米,112.92798,27.81932
480,480,湘乡中医医院-放射科,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼2楼,112.52388,27.73583
481,481,栗山学校,湖南省湘潭市岳塘区湘潭市湘乡市月山镇,112.328193,27.852788
482,482,桂花园43号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园43号,112.885567,27.868775
483,483,火炬南路馨钢花园3栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道火炬南路馨钢花园3栋,112.94804,27.828067
484,484,家家乐超市,湖南省湘潭市岳塘区湘潭市湘乡市虞唐镇家家乐超市,112.3287,27.63553
485,485,石江小学,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡菜石江村,112.530623,27.776087
486,486,湘潭农商银行ATM,湖南省湘潭市岳塘区东湖路62,112.91678,27.85099
487,487,湘潭市中心医院-骨科二区,湖南省湘潭市岳塘区中心医院-9号楼(住院大楼)11层,112.906258,27.865093
488,488,向红幼儿园,湖南省湘潭市岳塘区云湖桥镇建东村正北方向108米,112.64887,27.87357
489,489,商场巷37号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道商场巷37号,112.89715,27.871888
490,490,湘纺中学,湖南省湘潭市岳塘区板塘铺社建村办事处学卫社区旁,112.94966,27.86592
491,491,乐购超市,湖南省湘潭市岳塘区湘潭市湘乡市东山街道乐购超市,112.54036,27.72173
